#번호,설치목적구분,카메라대수,카메라화소수,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
28804,생활방범,2,200,30,,02-2600-1885,37.573273,126.844635,2022-09-27
28805,생활방범,2,200,30,,02-2600-1885,37.562139,126.836032,2022-09-27
28806,생활방범,2,200,30,,02-2600-1885,37.56239,126.833952,2022-09-27
28807,어린이보호,1,130,30,,02-2600-1885,37.570473,126.840706,2022-09-27
28808,어린이보호,2,200,30,,02-2600-1885,37.56964,126.84001,2022-09-27
28809,생활방범,1,200,30,,02-2600-1885,37.537586,126.84299,2022-09-27
28810,생활방범,1,200,30,,02-2600-1885,37.53718,126.84319,2022-09-27
28811,생활방범,1,200,30,,02-2600-1885,37.53737,126.844666,2022-09-27
28812,생활방범,1,130,30,,02-2600-1885,37.54199,126.85529,2022-09-27
28813,생활방범,1,130,30,,02-2600-1885,37.54244,126.85205,2022-09-27
28814,생활방범,1,200,30,,02-2600-1885,37.53497,126.84667,2022-09-27
28815,생활방범,1,200,30,,02-2600-1885,37.535908,126.85073,2022-09-27
28816,생활방범,1,130,30,,02-2600-1885,37.53208,126.84817,2022-09-27
28817,생활방범,1,130,30,,02-2600-1885,37.53825,126.84769,2022-09-27
28818,생활방범,1,200,30,,02-2600-1885,37.55067,126.85188,2022-09-27
28819,생활방범,1,200,30,,02-2600-1885,37.5354,126.858185,2022-09-27
28820,생활방범,1,130,30,,02-2600-1885,37.533863,126.861244,2022-09-27
28821,생활방범,1,200,30,,02-2600-1885,37.53009,126.8537,2022-09-27
28822,생활방범,1,200,30,,02-2600-1885,37.530087,126.856926,2022-09-27
28823,생활방범,1,200,30,,02-2600-1885,37.535236,126.83588,2022-09-27
28824,생활방범,1,200,30,,02-2600-1885,37.53354,126.84199,2022-09-27
28825,생활방범,1,200,30,,02-2600-1885,37.535706,126.84044,2022-09-27
28826,생활방범,1,130,30,,02-2600-1885,37.528107,126.84598,2022-09-27
28827,생활방범,1,130,30,,02-2600-1885,37.54832,126.84407,2022-09-27
28828,생활방범,3,200,30,,02-2600-1885,37.577769,126.813155,2022-09-27
28829,생활방범,2,200,30,,02-2600-1885,37.582245,126.81319,2022-09-27
28830,생활방범,1,200,30,,02-2600-1885,37.576054,126.81893,2022-09-27
28831,생활방범,1,130,30,,02-2600-1885,37.5824,126.813286,2022-09-27
28832,생활방범,1,130,30,,02-2600-1885,37.581018,126.814257,2022-09-27
28833,생활방범,2,200,30,,02-2600-1885,37.552944,126.851364,2022-09-27
28834,생활방범,1,200,30,,02-2600-1885,37.546154,126.851456,2022-09-27
28835,생활방범,2,200,30,,02-2600-1885,37.5477,126.84851,2022-09-27
28836,생활방범,2,200,30,,02-2600-1885,37.552593,126.84892,2022-09-27
28837,생활방범,2,200,30,,02-2600-1885,37.551407,126.84792,2022-09-27
28838,생활방범,2,200,30,,02-2600-1885,37.54857,126.84949,2022-09-27
28839,생활방범,1,200,30,,02-2600-1885,37.553143,126.85411,2022-09-27
28840,생활방범,2,200,30,,02-2600-1885,37.5523,126.84758,2022-09-27
28841,생활방범,2,200,30,,02-2600-1885,37.54978,126.84673,2022-09-27
28842,생활방범,2,200,30,,02-2600-1885,37.547195,126.85011,2022-09-27
28843,생활방범,2,200,30,,02-2600-1885,37.549156,126.8525,2022-09-27
28844,생활방범,1,200,0,,02-2670-4067,37.52157,126.90761,2022-11-22
28845,생활방범,1,200,0,,02-2670-4067,37.52164,126.90805,2022-11-22
28846,생활방범,1,200,0,,02-2670-4067,37.5216,126.90803,2022-11-22
28847,생활방범,1,200,0,,02-2670-4067,37.52154,126.9079,2022-11-22
28848,생활방범,1,200,0,,02-2670-4067,37.52169,126.90746,2022-11-22
28849,생활방범,1,200,0,,02-2670-4067,37.5253,126.90373,2022-11-22
28850,생활방범,1,200,0,,02-2670-4067,37.52517,126.90369,2022-11-22
28851,생활방범,1,200,0,,02-2670-4067,37.5254,126.90381,2022-11-22
28852,생활방범,1,200,0,,02-2670-4067,37.52384,126.91193,2022-11-22
28853,생활방범,1,200,0,,02-2670-4067,37.52391,126.9119,2022-11-22
28854,생활방범,1,200,0,,02-2670-4067,37.52378,126.91197,2022-11-22
28855,생활방범,1,200,0,,02-2670-4067,37.52269,126.91271,2022-11-22
28856,생활방범,1,200,0,,02-2670-4067,37.52264,126.91277,2022-11-22
28857,생활방범,1,200,0,,02-2670-4067,37.51671,126.90648,2022-11-22
28858,생활방범,1,200,0,,02-2670-4067,37.51845,126.9067,2022-11-22
28859,생활방범,1,200,0,,02-2670-4067,37.51849,126.90671,2022-11-22
28860,생활방범,1,200,0,,02-2670-4067,37.51846,126.90663,2022-11-22
28861,생활방범,1,200,0,,02-2670-4067,37.51844,126.90676,2022-11-22
28862,생활방범,1,200,0,,02-2670-4067,37.51838,126.90668,2022-11-22
28863,생활방범,1,200,0,,02-2670-4067,37.51795,126.9074,2022-11-22
28864,생활방범,1,200,0,,02-2670-4067,37.51796,126.90731,2022-11-22
28865,생활방범,1,200,0,,02-2670-4067,37.51789,126.9074,2022-11-22
28866,생활방범,1,200,0,,02-2670-4067,37.51805,126.90648,2022-11-22
28867,생활방범,1,200,0,,02-2670-4067,37.51813,126.90663,2022-11-22
28868,생활방범,1,200,0,,02-2670-4067,37.51886,126.90781,2022-11-22
28869,생활방범,1,200,0,,02-2670-4067,37.51894,126.90782,2022-11-22
28870,생활방범,1,200,0,,02-2670-4067,37.51875,126.90779,2022-11-22
28871,생활방범,1,200,0,,02-2670-4067,37.51883,126.90793,2022-11-22
28872,생활방범,1,200,0,,02-2670-4067,37.51918,126.90818,2022-11-22
28873,생활방범,1,200,0,,02-2670-4067,37.51921,126.90805,2022-11-22
28874,생활방범,1,200,0,,02-2670-4067,37.51827,126.90793,2022-11-22
28875,생활방범,1,200,0,,02-2670-4067,37.51836,126.90794,2022-11-22
28876,생활방범,1,200,0,,02-2670-4067,37.51819,126.90796,2022-11-22
28877,생활방범,1,200,0,,02-2670-4067,37.51825,126.90805,2022-11-22
28878,생활방범,1,200,0,,02-2670-4067,37.51716,126.90838,2022-11-22
28879,생활방범,1,200,0,,02-2670-4067,37.51719,126.90845,2022-11-22
28880,생활방범,1,200,0,,02-2670-4067,37.5172,126.90835,2022-11-22
28881,생활방범,1,200,0,,02-2670-4067,37.51843,126.90864,2022-11-22
28882,생활방범,1,200,0,,02-2670-4067,37.5185,126.90869,2022-11-22
28883,생활방범,1,200,0,,02-2670-4067,37.51842,126.90875,2022-11-22
28884,생활방범,1,200,0,,02-2670-4067,37.51846,126.90858,2022-11-22
28885,생활방범,1,200,0,,02-2670-4067,37.51853,126.90935,2022-11-22
28886,생활방범,1,200,0,,02-2670-4067,37.50699,126.91165,2022-11-22
28887,생활방범,1,200,0,,02-2670-4067,37.50704,126.91167,2022-11-22
28888,생활방범,1,200,0,,02-2670-4067,37.50699,126.9118,2022-11-22
28889,생활방범,1,200,0,,02-2670-4067,37.50743,126.91139,2022-11-22
28890,생활방범,1,200,0,,02-2670-4067,37.50846,126.91103,2022-11-22
28891,생활방범,1,200,0,,02-2670-4067,37.50842,126.91111,2022-11-22
28892,생활방범,1,200,0,,02-2670-4067,37.50888,126.91349,2022-11-22
28893,생활방범,1,200,0,,02-2670-4067,37.50889,126.9136,2022-11-22
28894,생활방범,1,200,0,,02-2670-4067,37.50885,126.91338,2022-11-22
28895,생활방범,1,200,0,,02-2670-4067,37.50895,126.91346,2022-11-22
28896,생활방범,1,200,0,,02-2670-4067,37.50912,126.91351,2022-11-22
28897,생활방범,1,200,0,,02-2670-4067,37.51046,126.9123,2022-11-22
28898,생활방범,1,200,0,,02-2670-4067,37.5104,126.91231,2022-11-22
28899,생활방범,1,200,0,,02-2670-4067,37.51622,126.91477,2022-11-22
28900,생활방범,1,200,0,,02-2670-4067,37.51015,126.90248,2022-11-22
28901,생활방범,1,200,0,,02-2670-4067,37.51016,126.90258,2022-11-22
28902,생활방범,1,200,0,,02-2670-4067,37.51012,126.9024,2022-11-22
28903,생활방범,1,200,0,,02-2670-4067,37.50998,126.90186,2022-11-22
28904,생활방범,1,200,0,,02-2670-4067,37.51014,126.90181,2022-11-22
28905,생활방범,1,200,0,,02-2670-4067,37.51468,126.90847,2022-11-22
28906,생활방범,1,200,0,,02-2670-4067,37.51476,126.90849,2022-11-22
28907,생활방범,1,200,0,,02-2670-4067,37.51466,126.90854,2022-11-22
28908,생활방범,1,200,0,,02-2670-4067,37.51462,126.9084,2022-11-22
28909,생활방범,1,200,0,,02-2670-4067,37.51633,126.91251,2022-11-22
28910,생활방범,1,200,0,,02-2670-4067,37.51629,126.9127,2022-11-22
28911,생활방범,1,200,0,,02-2670-4067,37.51645,126.91245,2022-11-22
28912,생활방범,1,200,0,,02-2670-4067,37.51598,126.91303,2022-11-22
28913,생활방범,1,200,0,,02-2670-4067,37.51594,126.91335,2022-11-22
28914,생활방범,1,200,0,,02-2670-4067,37.51421,126.90947,2022-11-22
28915,생활방범,1,200,0,,02-2670-4067,37.51428,126.90948,2022-11-22
28916,생활방범,1,200,0,,02-2670-4067,37.51416,126.90945,2022-11-22
28917,생활방범,1,200,0,,02-2670-4067,37.5139,126.90946,2022-11-22
28918,생활방범,1,200,0,,02-2670-4067,37.51384,126.90935,2022-11-22
28919,생활방범,1,200,0,,02-2670-4067,37.51395,126.90931,2022-11-22
28920,생활방범,1,200,0,,02-2670-4067,37.51378,126.90789,2022-11-22
28921,생활방범,1,200,0,,02-2670-4067,37.51384,126.90795,2022-11-22
28922,생활방범,1,200,0,,02-2670-4067,37.51384,126.90784,2022-11-22
28923,생활방범,1,200,0,,02-2670-4067,37.51371,126.90784,2022-11-22
28924,생활방범,1,200,0,,02-2670-4067,37.5132,126.90652,2022-11-22
28925,생활방범,1,200,0,,02-2670-4067,37.51323,126.90658,2022-11-22
28926,생활방범,1,200,0,,02-2670-4067,37.51314,126.90658,2022-11-22
28927,생활방범,1,200,30,21-Jun,02-2116-4917,37.65774931,127.0658247,2022-08-28
28928,생활방범,1,200,30,21-Jun,02-2116-4917,37.6189175,127.0770365,2022-08-28
28929,생활방범,1,200,30,21-Jun,02-2116-4917,37.6189175,127.0770365,2022-08-28
28930,생활방범,1,200,30,21-Jun,02-2116-4917,37.6189175,127.0770365,2022-08-28
28931,생활방범,1,200,30,21-Jun,02-2116-4917,37.65420651,127.0594309,2022-08-28
28932,생활방범,1,200,30,21-Jun,02-2116-4917,37.65420651,127.0594309,2022-08-28
28933,생활방범,1,200,30,21-Jun,02-2116-4917,37.62681519,127.0790005,2022-08-28
28934,생활방범,1,200,30,21-Jun,02-2116-4917,37.62681519,127.0790005,2022-08-28
28935,생활방범,1,200,30,21-Jun,02-2116-4917,37.62681519,127.0790005,2022-08-28
28936,생활방범,1,200,30,21-Apr,02-2116-4917,37.6735499,127.0597963,2022-08-28
28937,생활방범,1,200,30,21-Apr,02-2116-4917,37.67354989,127.0598098,2022-08-28
28938,생활방범,1,200,30,21-Apr,02-2116-4917,37.67355527,127.0597963,2022-08-28
28939,생활방범,1,200,30,20-Dec,02-2116-4917,37.6362853,127.0741595,2022-08-28
28940,생활방범,1,200,30,20-Dec,02-2116-4917,37.62139864,127.0573076,2022-08-28
28941,생활방범,1,200,30,20-Dec,02-2116-4917,37.62173466,127.0587417,2022-08-28
28942,생활방범,1,200,30,20-Dec,02-2116-4917,37.62210774,127.0575114,2022-08-28
28943,생활방범,1,200,30,20-Dec,02-2116-4917,37.62210774,127.0575114,2022-08-28
28944,생활방범,1,200,30,20-Dec,02-2116-4917,37.62210774,127.0575114,2022-08-28
28945,생활방범,1,200,30,20-Dec,02-2116-4917,37.622005,127.0566313,2022-08-28
28946,생활방범,1,200,30,15-Dec,02-2116-4917,37.6362853,127.0741595,2022-08-28
28947,생활방범,1,200,30,20-Dec,02-2116-4917,37.68485199,127.0533147,2022-08-28
28948,생활방범,1,200,30,20-Dec,02-2116-4917,37.68485199,127.0533147,2022-08-28
28949,생활방범,1,200,30,20-Dec,02-2116-4917,37.66773545,127.063629,2022-08-28
28950,생활방범,1,200,30,20-Dec,02-2116-4917,37.65750576,127.0696224,2022-08-28
28951,생활방범,1,200,30,20-Dec,02-2116-4917,37.62283771,127.0607141,2022-08-28
28952,생활방범,1,200,30,20-Dec,02-2116-4917,37.65827,127.0743288,2022-08-28
28953,생활방범,1,200,30,20-Dec,02-2116-4917,37.65827,127.0743288,2022-08-28
28954,생활방범,1,200,30,20-Dec,02-2116-4917,37.6673695,127.0567515,2022-08-28
28955,생활방범,1,200,30,20-Dec,02-2116-4917,37.6673695,127.0567515,2022-08-28
28956,생활방범,1,200,30,20-Dec,02-2116-4917,37.6673695,127.0567515,2022-08-28
28957,생활방범,1,200,30,20-Dec,02-2116-4917,37.6673695,127.0567515,2022-08-28
28958,생활방범,1,200,30,,02-2600-1885,37.550743,126.846625,2022-09-27
28959,생활방범,3,500,30,,02-2600-1885,37.528776,126.840227,2022-09-27
28960,생활방범,1,200,30,,02-2600-1885,37.546725,126.834918,2022-09-27
28961,생활방범,1,200,30,,02-2600-1885,37.565913,126.815252,2022-09-27
28962,교통단속,1,200,30,,02-2600-1885,37.557592,126.858909,2022-09-27
28963,교통단속,1,200,30,,02-2600-1885,37.563375,126.852015,2022-09-27
28964,교통단속,1,200,30,,02-2600-1885,37.572321,126.839105,2022-09-27
28965,생활방범,2,200,30,,02-2600-1885,37.559023,126.865637,2022-09-27
28966,생활방범,2,200,30,,02-2600-1885,37.549436,126.844395,2022-09-27
28967,생활방범,1,200,30,,02-2600-1885,37.54596,126.854792,2022-09-27
28968,생활방범,2,200,30,,02-2600-1885,37.545706,126.85201,2022-09-27
28969,생활방범,3,200,30,,02-2600-1885,37.541897,126.851375,2022-09-27
28970,생활방범,2,200,30,,02-2600-1885,37.538331,126.855226,2022-09-27
28971,생활방범,3,200,30,,02-2600-1885,37.539794,126.858719,2022-09-27
28972,생활방범,2,200,30,,02-2600-1885,37.542441,126.861046,2022-09-27
28973,교통단속,1,200,30,,02-2600-1885,37.559372,126.841231,2022-09-27
28974,교통단속,1,200,30,,02-2600-1885,37.548714,126.873864,2022-09-27
28975,생활방범,2,300,30,,02-2600-1885,37.575989,126.811295,2022-09-27
28976,생활방범,3,300,30,,02-2600-1885,37.582175,126.799089,2022-09-27
28977,생활방범,3,300,30,,02-2600-1885,37.581137,126.799653,2022-09-27
28978,생활방범,3,300,30,,02-2600-1885,37.580387,126.800467,2022-09-27
28979,생활방범,3,300,30,,02-2600-1885,37.572407,126.810202,2022-09-27
28980,생활방범,2,300,30,,02-2600-1885,37.567265,126.812664,2022-09-27
28981,생활방범,2,300,30,,02-2600-1885,37.567018,126.808977,2022-09-27
28982,생활방범,2,300,30,,02-2600-1885,37.569481,126.810871,2022-09-27
28983,생활방범,1,300,30,,02-2600-1885,37.573908,126.812246,2022-09-27
28984,생활방범,3,300,30,,02-2600-1885,37.573014,126.813579,2022-09-27
28985,생활방범,2,300,30,,02-2600-1885,37.560469,126.812604,2022-09-27
28986,생활방범,3,300,30,,02-2600-1885,37.551352,126.832738,2022-09-27
28987,생활방범,2,300,30,,02-2600-1885,37.545149,126.843241,2022-09-27
28988,생활방범,2,300,30,,02-2600-1885,37.548837,126.843416,2022-09-27
28989,생활방범,2,300,30,,02-2600-1885,37.533889,126.849384,2022-09-27
28990,생활방범,3,300,30,,02-2600-1885,37.534387,126.845566,2022-09-27
28991,생활방범,4,500,30,,02-2600-1885,37.53163,126.847893,2022-09-27
28992,생활방범,4,300,30,,02-2600-1885,37.548637,126.847637,2022-09-27
28993,생활방범,3,300,30,,02-2600-1885,37.545474,126.852281,2022-09-27
28994,생활방범,2,300,30,,02-2600-1885,37.551111,126.857111,2022-09-27
28995,생활방범,1,200,0,,02-2670-4067,37.523,126.93208,2022-11-22
28996,생활방범,1,200,0,,02-2670-4067,37.52286,126.93186,2022-11-22
28997,생활방범,1,200,0,,02-2670-4067,37.52503,126.92976,2022-11-22
28998,생활방범,1,200,0,,02-2670-4067,37.52516,126.92993,2022-11-22
28999,생활방범,1,200,0,,02-2670-4067,37.52494,126.92988,2022-11-22
29000,생활방범,1,200,0,,02-2670-4067,37.52323,126.92979,2022-11-22
29001,생활방범,1,200,0,,02-2670-4067,37.52332,126.92969,2022-11-22
29002,생활방범,1,200,0,,02-2670-4067,37.52332,126.92999,2022-11-22
29003,생활방범,1,200,0,,02-2670-4067,37.4988,126.90754,2022-11-22
29004,생활방범,1,200,0,,02-2670-4067,37.4991,126.90561,2022-11-22
29005,생활방범,1,200,0,,02-2670-4067,37.49857,126.90555,2022-11-22
29006,생활방범,1,200,0,,02-2670-4067,37.49848,126.90557,2022-11-22
29007,생활방범,1,200,0,,02-2670-4067,37.49846,126.90548,2022-11-22
29008,생활방범,1,200,0,,02-2670-4067,37.49913,126.90564,2022-11-22
29009,생활방범,1,200,0,,02-2670-4067,37.50061,126.90454,2022-11-22
29010,생활방범,1,200,0,,02-2670-4067,37.50065,126.90459,2022-11-22
29011,생활방범,1,200,0,,02-2670-4067,37.50056,126.90449,2022-11-22
29012,생활방범,1,200,0,,02-2670-4067,37.4987,126.90385,2022-11-22
29013,생활방범,1,200,0,,02-2670-4067,37.49915,126.90422,2022-11-22
29014,생활방범,1,200,0,,02-2670-4067,37.49955,126.90381,2022-11-22
29015,생활방범,1,200,0,,02-2670-4067,37.49865,126.90665,2022-11-22
29016,생활방범,1,200,0,,02-2670-4067,37.49867,126.90659,2022-11-22
29017,생활방범,1,200,0,,02-2670-4067,37.49872,126.9067,2022-11-22
29018,생활방범,1,200,0,,02-2670-4067,37.49908,126.90373,2022-11-22
29019,생활방범,1,200,0,,02-2670-4067,37.49917,126.90372,2022-11-22
29020,생활방범,1,200,0,,02-2670-4067,37.49897,126.90614,2022-11-22
29021,생활방범,1,200,0,,02-2670-4067,37.49898,126.90607,2022-11-22
29022,생활방범,1,200,0,,02-2670-4067,37.49897,126.9062,2022-11-22
29023,생활방범,1,200,0,,02-2670-4067,37.5011,126.90604,2022-11-22
29024,생활방범,1,200,0,,02-2670-4067,37.50107,126.90601,2022-11-22
29025,생활방범,1,200,0,,02-2670-4067,37.50129,126.90558,2022-11-22
29026,생활방범,1,200,0,,02-2670-4067,37.50139,126.90556,2022-11-22
29027,생활방범,1,200,0,,02-2670-4067,37.5033,126.90666,2022-11-22
29028,생활방범,1,200,0,,02-2670-4067,37.50326,126.90667,2022-11-22
29029,생활방범,1,200,0,,02-2670-4067,37.50336,126.90665,2022-11-22
29030,생활방범,1,200,0,,02-2670-4067,37.50337,126.9067,2022-11-22
29031,생활방범,1,200,0,,02-2670-4067,37.49982,126.90427,2022-11-22
29032,생활방범,1,200,0,,02-2670-4067,37.49984,126.90421,2022-11-22
29033,생활방범,1,200,0,,02-2670-4067,37.49977,126.90421,2022-11-22
29034,생활방범,1,200,0,,02-2670-4067,37.49845,126.90272,2022-11-22
29035,생활방범,3,200,30,,02-2600-1885,37.560895,126.833725,2022-09-27
29036,생활방범,3,200,30,,02-2600-1885,37.560159,126.835829,2022-09-27
29037,생활방범,3,200,30,,02-2600-1885,37.559674,126.837713,2022-09-27
29038,생활방범,2,200,30,,02-2600-1885,37.558403,126.833368,2022-09-27
29039,생활방범,3,200,30,,02-2600-1885,37.556243,126.833079,2022-09-27
29040,생활방범,4,200,30,,02-2600-1885,37.556058,126.835112,2022-09-27
29041,생활방범,3,200,30,,02-2600-1885,37.555136,126.835002,2022-09-27
29042,생활방범,3,200,30,,02-2600-1885,37.561388,126.830406,2022-09-27
29043,생활방범,3,200,30,,02-2600-1885,37.560561,126.8312,2022-09-27
29044,생활방범,3,200,30,,02-2600-1885,37.555368,126.8325,2022-09-27
29045,생활방범,2,200,30,,02-2600-1885,37.564061,126.830838,2022-09-27
29046,생활방범,4,200,30,,02-2600-1885,37.562054,126.827445,2022-09-27
29047,생활방범,4,200,30,,02-2600-1885,37.557881,126.829908,2022-09-27
29048,생활방범,4,200,30,,02-2600-1885,37.55636,126.830292,2022-09-27
29049,생활방범,4,200,30,,02-2600-1885,37.555548,126.826583,2022-09-27
29050,생활방범,2,200,30,,02-2600-1885,37.555317,126.829215,2022-09-27
29051,생활방범,2,200,30,,02-2600-1885,37.555585,126.819974,2022-09-27
29052,생활방범,2,200,30,,02-2600-1885,37.562468,126.822222,2022-09-27
29053,생활방범,3,200,30,,02-2600-1885,37.558451,126.820081,2022-09-27
29054,생활방범,3,200,30,,02-2600-1885,37.55875,126.818383,2022-09-27
29055,생활방범,3,200,30,,02-2600-1885,37.558398,126.822142,2022-09-27
29056,생활방범,2,200,30,,02-2600-1885,37.555512,126.82389,2022-09-27
29057,생활방범,4,200,30,,02-2600-1885,37.56352,126.824556,2022-09-27
29058,생활방범,2,200,30,,02-2600-1885,37.571807,126.82836,2022-09-27
29059,생활방범,3,200,30,,02-2600-1885,37.558954,126.836245,2022-09-27
29060,생활방범,2,200,30,,02-2600-1885,37.559579,126.833613,2022-09-27
29061,생활방범,2,200,30,,02-2600-1885,37.558694,126.834988,2022-09-27
29062,생활방범,2,200,30,,02-2600-1885,37.559363,126.832179,2022-09-27
29063,생활방범,2,200,30,,02-2600-1885,37.569296,126.826638,2022-09-27
29064,생활방범,4,200,30,,02-2600-1885,37.57068,126.816879,2022-09-27
29065,생활방범,2,200,30,,02-2600-1885,37.573021,126.822774,2022-09-27
29066,생활방범,2,200,30,,02-2600-1885,37.57156,126.824186,2022-09-27
29067,생활방범,2,200,30,,02-2600-1885,37.570904,126.825273,2022-09-27
29068,생활방범,1,200,30,,02-2600-1885,37.560664,126.811264,2022-09-27
29069,생활방범,1,200,30,,02-2600-1885,37.571841,126.819527,2022-09-27
29070,생활방범,1,200,30,,02-2600-1885,37.545953,126.845535,2022-09-27
29071,생활방범,1,200,30,,02-2600-1885,37.529472,126.849621,2022-09-27
29072,생활방범,2,300,30,,02-2600-1885,37.541508,126.846958,2022-09-27
29073,생활방범,1,200,30,,02-2600-1885,37.580456,126.807605,2022-09-27
29074,생활방범,1,200,30,,02-2600-1885,37.543311,126.844104,2022-09-27
29075,생활방범,3,500,30,,02-2600-1885,37.559662,126.863112,2022-09-27
29076,생활방범,1,200,30,,02-2600-1885,37.54724,126.85176,2022-09-27
29077,생활방범,2,200,30,,02-2600-1885,37.552486,126.854225,2022-09-27
29078,생활방범,1,200,30,,02-2600-1885,37.55369,126.84905,2022-09-27
29079,생활방범,3,200,30,,02-2600-1885,37.535825,126.85727,2022-09-27
29080,생활방범,1,200,30,,02-2600-1885,37.530716,126.86097,2022-09-27
29081,생활방범,3,200,30,,02-2600-1885,37.53689,126.858894,2022-09-27
29082,생활방범,2,400,30,,02-2600-1885,37.53131,126.85811,2022-09-27
29083,생활방범,1,130,30,,02-2600-1885,37.531307,126.8625,2022-09-27
29084,생활방범,2,200,30,,02-2600-1885,37.532608,126.860664,2022-09-27
29085,생활방범,1,130,30,,02-2600-1885,37.53795,126.85903,2022-09-27
29086,생활방범,2,200,30,,02-2600-1885,37.53502,126.86173,2022-09-27
29087,생활방범,1,130,30,,02-2600-1885,37.533997,126.8611,2022-09-27
29088,생활방범,3,500,30,,02-2600-1885,37.533627,126.86005,2022-09-27
29089,생활방범,2,200,30,,02-2600-1885,37.53024,126.86202,2022-09-27
29090,생활방범,2,200,30,,02-2600-1885,37.53611,126.85984,2022-09-27
29091,생활방범,2,200,30,,02-2600-1885,37.53547,126.858723,2022-09-27
29092,생활방범,2,200,30,,02-2600-1885,37.534573,126.85796,2022-09-27
29093,생활방범,2,200,30,,02-2600-1885,37.531178,126.8603,2022-09-27
29094,생활방범,1,200,30,,02-2600-1885,37.530155,126.85938,2022-09-27
29095,생활방범,1,200,30,,02-2600-1885,37.536232,126.86075,2022-09-27
29096,생활방범,2,500,30,,02-2600-1885,37.537604,126.841595,2022-09-27
29097,생활방범,3,500,30,,02-2600-1885,37.528276,126.84295,2022-09-27
29098,생활방범,3,500,30,,02-2600-1885,37.53926,126.844201,2022-09-27
29099,생활방범,3,500,30,,02-2600-1885,37.539724,126.849528,2022-09-27
29100,생활방범,1,500,30,,02-2600-1885,37.541998,126.850072,2022-09-27
29101,생활방범,2,500,30,,02-2600-1885,37.538902,126.845976,2022-09-27
29102,생활방범,2,500,30,,02-2600-1885,37.539795,126.84317,2022-09-27
29103,생활방범,2,500,30,,02-2600-1885,37.542192,126.8447,2022-09-27
29104,생활방범,1,500,30,,02-2600-1885,37.550171,126.867815,2022-09-27
29105,생활방범,3,500,30,,02-2600-1885,37.553115,126.835664,2022-09-27
29106,생활방범,3,500,30,,02-2600-1885,37.557932,126.837921,2022-09-27
29107,생활방범,3,500,30,,02-2600-1885,37.539344,126.862987,2022-09-27
29108,생활방범,2,500,30,,02-2600-1885,37.554751,126.814694,2022-09-27
29109,생활방범,3,500,30,,02-2600-1885,37.554482,126.818537,2022-09-27
29110,생활방범,2,500,30,,02-2600-1885,37.561676,126.81364,2022-09-27
29111,생활방범,4,500,30,,02-2600-1885,37.558477,126.813381,2022-09-27
29112,생활방범,1,200,0,,02-2670-4067,37.51846,126.90934,2022-11-22
29113,생활방범,1,200,0,,02-2670-4067,37.51851,126.90944,2022-11-22
29114,생활방범,1,200,0,,02-2670-4067,37.5186,126.90936,2022-11-22
29115,생활방범,1,200,0,,02-2670-4067,37.51792,126.90963,2022-11-22
29116,생활방범,1,200,0,,02-2670-4067,37.51768,126.9093,2022-11-22
29117,생활방범,1,200,0,,02-2670-4067,37.51783,126.9093,2022-11-22
29118,생활방범,1,200,0,,02-2670-4067,37.5177,126.90916,2022-11-22
29119,생활방범,1,200,0,,02-2670-4067,37.51792,126.90969,2022-11-22
29120,생활방범,1,200,0,,02-2670-4067,37.52631,126.88732,2022-11-22
29121,생활방범,1,200,0,,02-2670-4067,37.52319,126.89156,2022-11-22
29122,생활방범,1,200,0,,02-2670-4067,37.52292,126.89207,2022-11-22
29123,생활방범,1,200,0,,02-2670-4067,37.52291,126.89214,2022-11-22
29124,생활방범,1,200,0,,02-2670-4067,37.5227,126.89217,2022-11-22
29125,생활방범,1,200,0,,02-2670-4067,37.52284,126.89227,2022-11-22
29126,생활방범,1,200,0,,02-2670-4067,37.52504,126.88541,2022-11-22
29127,생활방범,1,200,0,,02-2670-4067,37.52504,126.88534,2022-11-22
29128,생활방범,1,200,0,,02-2670-4067,37.52502,126.88548,2022-11-22
29129,생활방범,1,200,0,,02-2670-4067,37.52504,126.88513,2022-11-22
29130,생활방범,1,200,0,,02-2670-4067,37.52497,126.88568,2022-11-22
29131,생활방범,1,200,0,,02-2670-4067,37.52507,126.88457,2022-11-22
29132,생활방범,1,200,0,,02-2670-4067,37.52502,126.8845,2022-11-22
29133,생활방범,1,200,0,,02-2670-4067,37.52101,126.88199,2022-11-22
29134,생활방범,1,200,0,,02-2670-4067,37.521,126.88213,2022-11-22
29135,생활방범,1,200,0,,02-2670-4067,37.52698,126.88549,2022-11-22
29136,생활방범,1,200,0,,02-2670-4067,37.52697,126.88544,2022-11-22
29137,생활방범,1,200,0,,02-2670-4067,37.527,126.88555,2022-11-22
29138,생활방범,1,200,0,,02-2670-4067,37.52254,126.88775,2022-11-22
29139,생활방범,1,200,0,,02-2670-4067,37.52262,126.8876,2022-11-22
29140,생활방범,1,200,0,,02-2670-4067,37.5226,126.88792,2022-11-22
29141,생활방범,1,200,0,,02-2670-4067,37.53005,126.88896,2022-11-22
29142,생활방범,1,200,0,,02-2670-4067,37.52998,126.88893,2022-11-22
29143,생활방범,1,200,0,,02-2670-4067,37.5301,126.88901,2022-11-22
29144,생활방범,1,200,0,,02-2670-4067,37.52244,126.88417,2022-11-22
29145,생활방범,1,200,0,,02-2670-4067,37.52259,126.8842,2022-11-22
29146,생활방범,1,200,0,,02-2670-4067,37.5223,126.88415,2022-11-22
